AEYE,2020-07-09 00:00:00,2020-07-13 00:00:00,10.15,11.69,382,588.28,1,0.15172,1.000,0.800,0.700,0.800,1.000,0.300,0.500,1.000,1
MVIS,2020-04-15 00:00:00,2020-04-20 00:00:00,0.29,0.26,13924,-417.72,0,-0.10345,1.000,0.546,0.700,0.800,1.000,0.500,0.500,1.000,2
MVIS,2020-04-24 00:00:00,2020-04-28 00:00:00,0.24,0.26,16703,334.06,1,0.08333,1.000,1.000,0.700,0.800,1.000,0.300,0.500,1.000,1
MVIS,2020-04-29 00:00:00,2020-04-30 00:00:00,0.25,0.39,16128,2177.28,1,0.54000,1.000,1.000,0.700,0.800,1.000,0.500,0.500,1.000,1
MVIS,2020-05-04 00:00:00,2020-05-05 00:00:00,0.89,1.53,4701,3022.20,1,0.72234,1.000,1.000,0.700,0.800,1.000,1.000,0.500,1.000,1
MVIS,2020-05-06 00:00:00,2020-05-13 00:00:00,1.39,0.82,3162,-1802.34,0,-0.41007,1.000,0.733,0.700,0.800,1.000,1.000,0.500,1.000,4
MVIS,2020-06-18 00:00:00,2020-06-22 00:00:00,1.20,1.85,3639,2365.40,1,0.54168,1.000,1.000,0.900,0.800,1.000,0.300,0.500,1.000,2
MVIS,2020-06-23 00:00:00,2020-06-26 00:00:00,1.64,1.47,2763,-469.71,0,-0.10366,1.000,1.000,0.700,0.800,1.000,0.700,0.500,1.000,2
CSIQ,2020-04-16 00:00:00,2020-04-20 00:00:00,17.39,17.00,258,-100.62,0,-0.02243,1.000,1.000,0.700,0.500,1.000,0.300,0.500,1.000,1
CSIQ,2020-05-06 00:00:00,2020-05-13 00:00:00,17.85,17.63,252,-55.44,0,-0.01232,1.000,1.000,0.700,0.800,1.000,0.300,0.500,1.000,4
CSIQ,2020-05-19 00:00:00,2020-05-20 00:00:00,18.04,19.93,249,471.70,1,0.10501,1.000,1.000,0.900,0.800,1.000,0.500,0.500,1.000,1
CSIQ,2020-05-21 00:00:00,2020-05-27 00:00:00,19.01,19.29,238,66.64,1,0.01473,1.000,1.000,0.700,0.800,1.000,0.700,0.500,1.000,2
CSIQ,2020-05-29 00:00:00,2020-06-02 00:00:00,18.28,18.60,248,79.36,1,0.01751,1.000,1.000,0.700,0.500,0.973,0.500,0.500,1.000,1
CSIQ,2020-06-05 00:00:00,2020-06-09 00:00:00,19.50,20.00,233,116.50,1,0.02564,1.000,1.000,0.700,0.800,1.000,0.500,0.500,0.500,1
CSIQ,2020-07-08 00:00:00,2020-07-13 00:00:00,22.47,23.68,204,246.84,1,0.05385,1.000,0.417,0.700,0.800,1.000,0.700,0.500,1.000,2
UCTT,2020-04-29 00:00:00,2020-04-30 00:00:00,16.89,20.61,275,1022.41,1,0.22012,1.000,1.000,0.700,0.500,1.000,0.500,0.500,1.000,1
UCTT,2020-05-07 00:00:00,2020-05-13 00:00:00,17.22,18.12,275,247.50,1,0.05226,1.000,1.000,0.700,0.500,1.000,0.500,0.500,1.000,3
UCTT,2020-05-19 00:00:00,2020-05-21 00:00:00,19.17,19.71,248,133.92,1,0.02817,1.000,1.000,0.700,0.500,1.000,0.300,0.500,1.000,1
HCKT,2020-06-01 00:00:00,2020-06-04 00:00:00,12.46,12.94,382,185.69,1,0.03902,1.000,1.000,0.700,0.800,1.000,0.500,0.500,0.500,2
HCKT,2020-06-05 00:00:00,2020-06-11 00:00:00,13.45,12.78,355,-236.48,0,-0.04953,1.000,0.733,0.700,0.800,1.000,0.500,0.500,1.000,3
SSYS,2020-04-16 00:00:00,2020-04-20 00:00:00,15.79,16.40,302,184.22,1,0.03863,1.000,1.000,0.700,0.500,1.000,0.300,0.500,1.000,1
SSYS,2020-04-29 00:00:00,2020-05-01 00:00:00,17.80,17.23,271,-154.47,0,-0.03202,1.000,1.000,0.700,0.500,1.000,0.500,0.500,1.000,1
SSYS,2020-05-06 00:00:00,2020-05-11 00:00:00,17.18,17.56,281,106.78,1,0.02212,1.000,1.000,0.700,0.500,1.000,0.500,0.500,1.000,2
KOSS,2020-06-09 00:00:00,2020-06-11 00:00:00,1.28,1.27,4002,-40.02,0,-0.00781,1.000,0.683,0.700,0.800,1.000,0.700,0.500,1.000,1
KOSS,2020-06-17 00:00:00,2020-06-24 00:00:00,2.00,1.55,2560,-1152.00,0,-0.22500,1.000,1.000,0.700,0.800,1.000,1.000,0.500,1.000,4
KOSS,2020-07-09 00:00:00,2020-07-13 00:00:00,1.60,1.68,3136,250.88,1,0.05000,1.000,0.933,0.900,0.800,1.000,0.700,0.500,1.000,1
FSLY,2020-01-21 00:00:00,2020-01-27 00:00:00,24.24,23.05,145,-172.55,0,-0.04909,1.000,0.829,0.700,0.500,1.000,0.500,0.500,1.000,3
FSLY,2020-04-15 00:00:00,2020-04-20 00:00:00,21.34,23.19,164,303.40,1,0.08669,1.000,0.833,0.700,0.500,1.000,0.500,0.500,1.000,2
FSLY,2020-05-07 00:00:00,2020-05-12 00:00:00,29.30,38.45,120,1098.23,1,0.31235,1.000,0.833,0.900,0.500,1.000,0.700,0.500,1.000,3
FSLY,2020-06-19 00:00:00,2020-06-23 00:00:00,65.00,76.66,55,641.30,1,0.17938,1.000,1.000,0.700,0.500,1.000,0.500,0.500,1.000,1
BCOV,2020-01-16 00:00:00,2020-01-27 00:00:00,8.88,9.09,413,86.73,1,0.02365,1.000,0.505,0.700,0.800,1.000,0.500,0.500,1.000,5
BCOV,2020-10-09 00:00:00,2020-10-14 00:00:00,10.84,11.79,353,336.77,1,0.08801,1.000,0.800,0.700,0.800,1.000,0.300,0.500,1.000,3
BCOV,2020-11-25 00:00:00,2020-11-27 00:00:00,13.20,15.42,291,646.02,1,0.16818,1.000,0.615,0.900,0.800,0.602,1.000,0.886,1.000,1
SONO,2020-02-06 00:00:00,2020-02-07 00:00:00,15.25,14.27,255,-249.99,0,-0.06429,1.000,1.000,0.900,0.800,1.000,0.700,0.500,0.500,1
SONO,2020-02-11 00:00:00,2020-02-13 00:00:00,13.76,13.72,281,-11.24,0,-0.00291,1.000,1.000,0.300,0.800,1.000,1.000,0.500,0.500,1
SONO,2020-04-16 00:00:00,2020-04-17 00:00:00,9.59,8.86,404,-294.35,0,-0.07597,1.000,0.850,0.700,0.800,1.000,0.300,0.500,1.000,1
SONO,2020-05-06 00:00:00,2020-05-11 00:00:00,9.72,10.42,400,280.00,1,0.07202,1.000,1.000,0.700,0.800,1.000,0.500,0.500,1.000,2
SONO,2020-05-21 00:00:00,2020-05-27 00:00:00,9.64,10.67,402,414.06,1,0.10685,1.000,0.950,0.900,0.800,1.000,0.700,0.500,1.000,2
SONO,2020-05-29 00:00:00,2020-06-04 00:00:00,10.25,11.04,379,299.41,1,0.07707,1.000,1.000,0.700,0.800,0.973,0.500,0.500,1.000,3
SONO,2020-06-08 00:00:00,2020-06-11 00:00:00,11.20,11.48,348,97.44,1,0.02500,1.000,0.917,0.700,0.800,1.000,0.300,0.500,1.000,2
SONO,2020-06-17 00:00:00,2020-06-26 00:00:00,13.10,14.57,298,438.06,1,0.11221,1.000,0.967,0.700,0.500,1.000,0.500,0.500,1.000,6
